,origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
318,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.9,661.3912279004588
319,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.9,680.0787105455404
320,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.15,715.3462821874764
321,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.15,542.9127707232464
322,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.15,521.0690662280648
323,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.15,504.8988435675183
324,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.85,780.3751995235689
325,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.85,629.4141150404895
326,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.85,651.257819535671
327,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.85,667.4280421962176
328,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.2,720.250493350611
329,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.2,549.4363432476704
330,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.2,530.8873618946816
331,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.2,517.1561214509959
332,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.8,775.4709883604343
333,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.8,622.8905425160655
334,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.8,641.4395238690543
335,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.8,655.17076431274
336,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.25,725.0285466928633
337,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.25,555.7921008745151
338,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.25,540.453087933916
339,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.25,529.0980883871491
340,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.75,770.692935018182
341,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.75,616.5347848892208
342,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.75,631.8737978298199
343,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.75,643.2287973765867
344,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.3,729.7070821945966
345,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.3,562.015480055876
346,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.3,549.8195779390935
347,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.3,540.7913266725509
348,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.7,766.0143995164486
349,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.7,610.3114057078599
350,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.7,622.5073078246423
351,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.7,631.535559091185
352,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.35,734.3094062850716
353,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.35,568.1374829604017
354,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.35,559.0334916901064
355,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.35,552.2940869351656
356,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.65,761.4120754259736
357,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.65,604.1894028033341
358,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.65,613.2933940736294
359,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.65,620.0327988285702
360,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.4,738.8564413413637
361,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.4,574.185940494979
362,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.4,568.1367160628132
363,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.4,563.6586612524069
364,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.6,756.8650403696815
365,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.6,598.1409452687568
366,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.6,604.1901697009226
367,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.6,608.668224511329
368,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.45,743.3674688645759
369,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.45,580.1865008763428
370,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.45,577.1678528776549
371,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.45,574.933240599167
372,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.55,752.3540128464693
373,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.55,592.140384887393
374,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.55,595.1590328860809
375,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.55,597.3936451645689
376,2023-12-20,ILI incidence,2023-12-17,1,PL,quantile,0.5,747.8607408555226
377,2023-12-20,ILI incidence,2023-12-24,2,PL,quantile,0.5,586.1634428818679
378,2023-12-20,ILI incidence,2023-12-31,3,PL,quantile,0.5,586.1634428818679
379,2023-12-20,ILI incidence,2024-01-07,4,PL,quantile,0.5,586.1634428818679
380,2023-12-20,ILI incidence,2023-12-17,1,PL,median,,747.8607408555226
381,2023-12-20,ILI incidence,2023-12-24,2,PL,median,,586.1634428818679
382,2023-12-20,ILI incidence,2023-12-31,3,PL,median,,586.1634428818679
383,2023-12-20,ILI incidence,2024-01-07,4,PL,median,,586.1634428818679
